GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Households with one or more people under 18 years:,Margin of Error; Households with one or more people under 18 years:,Estimate; Households with one or more people under 18 years: - Family households:,Margin of Error; Households with one or more people under 18 years: - Family households:,Estimate; Households with one or more people under 18 years: - Family households: - Married-couple family,Margin of Error; Households with one or more people under 18 years: - Family households: - Married-couple family,Estimate; Households with one or more people under 18 years: - Family households: - Other family:,Margin of Error; Households with one or more people under 18 years: - Family households: - Other family:,"Estimate; Households with one or more people under 18 years: - Family households: - Other family: - Male householder, no wife present","Margin of Error; Households with one or more people under 18 years: - Family households: - Other family: - Male householder, no wife present","Estimate; Households with one or more people under 18 years: - Family households: - Other family: - Female householder, no husband present","Margin of Error; Households with one or more people under 18 years: - Family households: - Other family: - Female householder, no husband present",Estimate; Households with one or more people under 18 years: - Nonfamily households:,Margin of Error; Households with one or more people under 18 years: - Nonfamily households:,Estimate; Households with one or more people under 18 years: - Nonfamily households: - Male householder,Margin of Error; Households with one or more people under 18 years: - Nonfamily households: - Male householder,Estimate; Households with one or more people under 18 years: - Nonfamily households: - Female householder,Margin of Error; Households with one or more people under 18 years: - Nonfamily households: - Female householder,Estimate; Households with no people under 18 years:,Margin of Error; Households with no people under 18 years:,Estimate; Households with no people under 18 years: - Family households:,Margin of Error; Households with no people under 18 years: - Family households:,Estimate; Households with no people under 18 years: - Family households: - Married-couple family,Margin of Error; Households with no people under 18 years: - Family households: - Married-couple family,Estimate; Households with no people under 18 years: - Family households: - Other family:,Margin of Error; Households with no people under 18 years: - Family households: - Other family:,"Estimate; Households with no people under 18 years: - Family households: - Other family: - Male householder, no wife present","Margin of Error; Households with no people under 18 years: - Family households: - Other family: - Male householder, no wife present","Estimate; Households with no people under 18 years: - Family households: - Other family: - Female householder, no husband present","Margin of Error; Households with no people under 18 years: - Family households: - Other family: - Female householder, no husband present",Estimate; Households with no people under 18 years: - Nonfamily households:,Margin of Error; Households with no people under 18 years: - Nonfamily households:,Estimate; Households with no people under 18 years: - Nonfamily households: - Male householder,Margin of Error; Households with no people under 18 years: - Nonfamily households: - Male householder,Estimate; Households with no people under 18 years: - Nonfamily households: - Female householder,Margin of Error; Households with no people under 18 years: - Nonfamily households: - Female householder
1400000US17031200300,17031200300,"Census Tract 2003, Cook County, Illinois",641,43,385,72,385,72,156,57,229,72,99,59,130,55,0,11,0,11,0,11,256,62,178,49,111,42,67,33,27,25,40,24,78,36,53,32,25,19
1400000US17031200401,17031200401,"Census Tract 2004.01, Cook County, Illinois",981,102,485,118,485,118,300,108,185,81,64,47,121,72,0,11,0,11,0,11,496,136,362,135,202,109,160,101,104,99,56,36,134,64,71,53,63,49
1400000US17031200402,17031200402,"Census Tract 2004.02, Cook County, Illinois",1123,126,486,143,481,143,287,123,194,95,36,33,158,94,5,10,5,10,0,11,637,162,290,103,196,97,94,61,45,41,49,48,347,143,190,114,157,99
1400000US17031210100,17031210100,"Census Tract 2101, Cook County, Illinois",1371,106,364,92,364,92,235,71,129,70,49,45,80,55,0,11,0,11,0,11,1007,119,418,90,286,69,132,72,27,32,105,64,589,106,384,106,205,66
1400000US17031210400,17031210400,"Census Tract 2104, Cook County, Illinois",979,62,370,80,365,81,215,69,150,67,19,23,131,63,5,8,0,11,5,8,609,87,230,58,139,44,91,47,43,32,48,33,379,84,246,82,133,48
1400000US17031210501,17031210501,"Census Tract 2105.01, Cook County, Illinois",1458,69,605,114,605,114,346,98,259,110,77,79,182,91,0,11,0,11,0,11,853,114,369,114,214,83,155,79,57,47,98,74,484,119,188,77,296,96
1400000US17031210502,17031210502,"Census Tract 2105.02, Cook County, Illinois",1500,102,605,119,605,119,400,111,205,88,28,32,177,82,0,15,0,15,0,15,895,134,435,121,254,108,181,85,20,24,161,83,460,120,271,89,189,95
1400000US17031210601,17031210601,"Census Tract 2106.01, Cook County, Illinois",947,100,262,108,248,109,212,99,36,40,24,38,12,19,14,22,0,11,14,22,685,133,334,128,215,96,119,75,80,65,39,37,351,117,154,77,197,91
1400000US17031210602,17031210602,"Census Tract 2106.02, Cook County, Illinois",1528,119,493,121,493,121,239,81,254,101,46,44,208,95,0,11,0,11,0,11,1035,141,384,98,155,81,229,79,61,56,168,58,651,151,298,122,353,112
1400000US17031210700,17031210700,"Census Tract 2107, Cook County, Illinois",1598,99,403,106,380,103,284,84,96,70,0,11,96,70,23,40,0,11,23,40,1195,141,503,99,291,95,212,83,97,70,115,63,692,141,419,126,273,88
1400000US17031210800,17031210800,"Census Tract 2108, Cook County, Illinois",361,51,129,42,129,42,70,39,59,34,18,20,41,27,0,11,0,11,0,11,232,52,88,32,74,32,14,17,10,17,4,6,144,48,79,39,65,36
1400000US17031210900,17031210900,"Census Tract 2109, Cook County, Illinois",1203,90,433,86,433,86,306,86,127,71,0,11,127,71,0,11,0,11,0,11,770,95,296,99,137,54,159,83,52,50,107,72,474,114,316,104,158,61
1400000US17031220300,17031220300,"Census Tract 2203, Cook County, Illinois",958,50,249,77,245,76,143,55,102,57,54,52,48,38,4,5,0,11,4,5,709,96,120,46,112,44,8,14,0,11,8,14,589,98,315,87,274,65
1400000US17031220400,17031220400,"Census Tract 2204, Cook County, Illinois",1119,78,254,103,254,103,183,90,71,56,39,42,32,33,0,11,0,11,0,11,865,121,237,72,161,62,76,53,46,40,30,33,628,117,261,88,367,107
1400000US17031220500,17031220500,"Census Tract 2205, Cook County, Illinois",1209,65,231,74,231,74,149,61,82,45,0,11,82,45,0,11,0,11,0,11,978,90,241,76,226,76,15,17,0,11,15,17,737,93,391,94,346,83
1400000US17031220601,17031220601,"Census Tract 2206.01, Cook County, Illinois",643,80,187,74,187,74,101,46,86,57,31,31,55,48,0,11,0,11,0,11,456,99,99,56,60,31,39,48,0,11,39,48,357,95,221,81,136,45
1400000US17031220602,17031220602,"Census Tract 2206.02, Cook County, Illinois",2199,169,363,138,363,138,247,104,116,84,10,15,106,83,0,11,0,11,0,11,1836,203,602,190,369,167,233,115,72,78,161,113,1234,186,573,149,661,157
1400000US17031220701,17031220701,"Census Tract 2207.01, Cook County, Illinois",1154,60,401,119,401,119,184,95,217,104,71,49,146,90,0,11,0,11,0,11,753,118,331,110,230,90,101,77,89,76,12,21,422,113,227,89,195,81
1400000US17031220702,17031220702,"Census Tract 2207.02, Cook County, Illinois",1350,108,630,123,630,123,317,116,313,123,59,64,254,119,0,11,0,11,0,11,720,128,251,79,165,70,86,59,26,26,60,52,469,121,277,112,192,82
1400000US17031220901,17031220901,"Census Tract 2209.01, Cook County, Illinois",1009,92,443,103,443,103,246,99,197,81,13,23,184,75,0,11,0,11,0,11,566,117,230,91,208,87,22,26,8,12,14,23,336,101,146,79,190,70
1400000US17031220902,17031220902,"Census Tract 2209.02, Cook County, Illinois",1017,58,456,93,456,93,260,87,196,76,66,54,130,63,0,11,0,11,0,11,561,100,226,79,139,62,87,47,47,43,40,27,335,107,232,91,103,50
1400000US17031221000,17031221000,"Census Tract 2210, Cook County, Illinois",940,76,379,82,370,79,204,66,166,63,37,31,129,55,9,14,9,14,0,11,561,85,308,71,170,50,138,64,79,55,59,35,253,57,101,44,152,42
1400000US17031221100,17031221100,"Census Tract 2211, Cook County, Illinois",1895,107,501,120,501,120,208,93,293,108,34,37,259,105,0,11,0,11,0,11,1394,146,375,125,256,98,119,80,24,39,95,70,1019,144,641,132,378,91
1400000US17031221200,17031221200,"Census Tract 2212, Cook County, Illinois",1161,83,322,71,322,71,155,73,167,63,45,46,122,60,0,11,0,11,0,11,839,106,242,84,152,66,90,59,62,46,28,39,597,116,238,83,359,86
1400000US17031221300,17031221300,"Census Tract 2213, Cook County, Illinois",1236,80,268,78,268,78,160,70,108,57,16,25,92,53,0,11,0,11,0,11,968,89,210,79,167,72,43,33,22,20,21,26,758,105,417,103,341,89
1400000US17031221400,17031221400,"Census Tract 2214, Cook County, Illinois",1215,84,306,99,306,99,247,96,59,63,23,39,36,48,0,11,0,11,0,11,909,122,269,85,199,78,70,57,29,34,41,45,640,125,474,112,166,70
1400000US17031221500,17031221500,"Census Tract 2215, Cook County, Illinois",1323,106,194,86,184,83,117,70,67,47,0,11,67,47,10,15,10,15,0,11,1129,125,302,95,209,85,93,60,42,37,51,47,827,120,447,98,380,106
1400000US17031221600,17031221600,"Census Tract 2216, Cook County, Illinois",1364,88,312,69,312,69,264,66,48,32,6,10,42,34,0,11,0,11,0,11,1052,101,313,91,237,72,76,54,29,40,47,36,739,110,381,97,358,91
1400000US17031222200,17031222200,"Census Tract 2222, Cook County, Illinois",850,67,202,44,202,44,190,40,12,18,12,18,0,11,0,11,0,11,0,11,648,72,175,44,160,44,15,14,4,6,11,11,473,76,277,74,196,56
1400000US17031222500,17031222500,"Census Tract 2225, Cook County, Illinois",496,47,142,48,142,48,68,32,74,41,9,14,65,41,0,11,0,11,0,11,354,58,168,54,119,44,49,41,11,17,38,38,186,57,115,57,71,44
1400000US17031222600,17031222600,"Census Tract 2226, Cook County, Illinois",661,60,116,39,116,39,56,28,60,32,21,20,39,27,0,11,0,11,0,11,545,67,122,48,75,38,47,33,27,31,20,14,423,60,236,63,187,61
1400000US17031222700,17031222700,"Census Tract 2227, Cook County, Illinois",860,55,307,72,307,72,118,54,189,59,57,39,132,50,0,11,0,11,0,11,553,75,275,68,190,57,85,48,35,40,50,31,278,69,186,68,92,42
1400000US17031222800,17031222800,"Census Tract 2228, Cook County, Illinois",343,46,145,35,145,35,31,24,114,31,48,48,66,42,0,11,0,11,0,11,198,46,104,43,60,33,44,34,12,19,32,27,94,36,54,37,40,21
1400000US17031222900,17031222900,"Census Tract 2229, Cook County, Illinois",280,50,85,35,85,35,58,29,27,26,0,11,27,26,0,11,0,11,0,11,195,48,81,35,48,30,33,26,5,8,28,25,114,37,71,37,43,28
1400000US17031230100,17031230100,"Census Tract 2301, Cook County, Illinois",618,46,193,52,193,52,56,37,137,44,29,26,108,37,0,11,0,11,0,11,425,52,66,30,62,29,4,7,0,11,4,7,359,57,180,56,179,60
1400000US17031230200,17031230200,"Census Tract 2302, Cook County, Illinois",584,58,226,63,226,63,90,45,136,59,20,22,116,55,0,11,0,11,0,11,358,71,204,58,134,56,70,37,15,16,55,32,154,56,96,48,58,35
1400000US17031230300,17031230300,"Census Tract 2303, Cook County, Illinois",297,23,157,36,157,36,124,36,33,23,15,16,18,16,0,11,0,11,0,11,140,40,60,31,47,26,13,16,0,11,13,16,80,39,51,37,29,21
1400000US17031230400,17031230400,"Census Tract 2304, Cook County, Illinois",672,57,298,66,298,66,136,53,162,63,57,44,105,51,0,11,0,11,0,11,374,72,243,58,125,43,118,50,15,17,103,47,131,57,65,48,66,35
1400000US17031230500,17031230500,"Census Tract 2305, Cook County, Illinois",1052,91,560,115,560,115,316,112,244,86,48,51,196,73,0,11,0,11,0,11,492,110,218,79,95,62,123,68,52,39,71,57,274,87,143,65,131,74
1400000US17031230600,17031230600,"Census Tract 2306, Cook County, Illinois",1840,115,933,158,933,158,244,84,689,163,121,79,568,143,0,15,0,15,0,15,907,155,554,130,275,100,279,107,64,44,215,91,353,121,186,93,167,94
1400000US17031230700,17031230700,"Census Tract 2307, Cook County, Illinois",1554,128,723,120,723,120,303,104,420,105,85,62,335,107,0,11,0,11,0,11,831,130,465,100,283,94,182,68,29,35,153,59,366,122,195,98,171,74
1400000US17031230800,17031230800,"Census Tract 2308, Cook County, Illinois",335,52,171,55,171,55,129,54,42,26,12,13,30,22,0,11,0,11,0,11,164,50,107,41,73,40,34,24,10,16,24,20,57,31,10,10,47,30
1400000US17031230900,17031230900,"Census Tract 2309, Cook County, Illinois",1855,101,664,123,664,123,257,102,407,113,64,55,343,114,0,11,0,11,0,11,1191,149,381,102,215,73,166,81,30,43,136,62,810,140,334,119,476,122
1400000US17031231100,17031231100,"Census Tract 2311, Cook County, Illinois",341,51,164,52,164,52,74,37,90,39,11,11,79,38,0,11,0,11,0,11,177,46,99,40,58,33,41,22,20,17,21,15,78,36,17,17,61,35
1400000US17031231200,17031231200,"Census Tract 2312, Cook County, Illinois",1565,171,730,145,730,145,256,102,474,122,47,49,427,123,0,15,0,15,0,15,835,170,361,133,131,65,230,114,33,41,197,94,474,129,251,98,223,89
1400000US17031231500,17031231500,"Census Tract 2315, Cook County, Illinois",1923,185,1009,201,1009,201,164,95,845,199,195,116,650,187,0,15,0,15,0,15,914,180,381,131,116,73,265,109,75,65,190,91,533,158,208,93,325,135
1400000US17031240200,17031240200,"Census Tract 2402, Cook County, Illinois",806,45,133,35,133,35,109,33,24,19,8,10,16,16,0,11,0,11,0,11,673,57,123,44,108,43,15,20,15,20,0,11,550,67,288,71,262,65
1400000US17031240300,17031240300,"Census Tract 2403, Cook County, Illinois",652,46,123,34,123,34,106,34,17,15,0,11,17,15,0,11,0,11,0,11,529,51,145,44,115,36,30,19,21,19,9,10,384,54,227,52,157,50
1400000US17031240500,17031240500,"Census Tract 2405, Cook County, Illinois",1159,70,155,61,155,61,143,59,12,18,9,16,3,7,0,11,0,11,0,11,1004,81,299,80,264,82,35,30,9,14,26,27,705,96,379,95,326,70
1400000US17031240600,17031240600,"Census Tract 2406, Cook County, Illinois",601,41,152,69,152,69,109,56,43,44,0,11,43,44,0,11,0,11,0,11,449,67,97,30,87,29,10,10,0,11,10,10,352,64,169,60,183,66
1400000US17031240700,17031240700,"Census Tract 2407, Cook County, Illinois",594,42,163,58,163,58,120,60,43,28,0,11,43,28,0,11,0,11,0,11,431,52,129,52,104,46,25,29,12,17,13,22,302,54,174,56,128,43
1400000US17031240800,17031240800,"Census Tract 2408, Cook County, Illinois",636,51,184,60,184,60,95,49,89,42,7,11,82,40,0,11,0,11,0,11,452,65,157,49,71,31,86,46,5,7,81,46,295,63,200,64,95,38
1400000US17031240900,17031240900,"Census Tract 2409, Cook County, Illinois",521,42,157,49,157,49,123,46,34,23,20,22,14,17,0,11,0,11,0,11,364,64,71,31,58,32,13,16,0,11,13,16,293,64,108,48,185,60
1400000US17031241000,17031241000,"Census Tract 2410, Cook County, Illinois",646,58,248,55,241,56,49,31,192,55,21,23,171,53,7,11,0,11,7,11,398,66,145,41,87,36,58,29,4,6,54,29,253,64,142,52,111,46
1400000US17031241100,17031241100,"Census Tract 2411, Cook County, Illinois",1539,89,266,87,266,87,45,32,221,90,20,33,201,85,0,11,0,11,0,11,1273,115,421,121,251,82,170,95,69,41,101,89,852,115,540,118,312,81
1400000US17031241200,17031241200,"Census Tract 2412, Cook County, Illinois",740,56,192,59,192,59,149,56,43,32,0,11,43,32,0,11,0,11,0,11,548,66,195,60,101,40,94,41,11,12,83,40,353,71,212,61,141,45
1400000US17031241300,17031241300,"Census Tract 2413, Cook County, Illinois",752,54,160,73,160,73,82,46,78,57,11,16,67,56,0,11,0,11,0,11,592,82,106,34,89,32,17,12,0,11,17,12,486,84,247,61,239,69
1400000US17031241400,17031241400,"Census Tract 2414, Cook County, Illinois",2286,116,538,161,538,161,367,131,171,112,13,21,158,110,0,15,0,15,0,15,1748,190,546,206,405,166,141,130,51,82,90,86,1202,194,656,132,546,168
1400000US17031241500,17031241500,"Census Tract 2415, Cook County, Illinois",1308,70,186,76,177,75,111,56,66,50,26,23,40,38,9,13,0,11,9,13,1122,95,225,77,170,69,55,42,48,42,7,11,897,110,539,110,358,88
1400000US17031241600,17031241600,"Census Tract 2416, Cook County, Illinois",1626,90,215,79,215,79,166,71,49,40,0,11,49,40,0,11,0,11,0,11,1411,123,333,102,250,94,83,44,26,33,57,32,1078,129,616,125,462,106
1400000US17031242000,17031242000,"Census Tract 2420, Cook County, Illinois",2012,155,321,123,295,119,154,96,141,80,0,11,141,80,26,43,26,43,0,11,1691,184,442,124,339,122,103,54,14,23,89,50,1249,189,634,181,615,157
1400000US17031242100,17031242100,"Census Tract 2421, Cook County, Illinois",1655,89,310,97,310,97,186,73,124,77,33,50,91,57,0,11,0,11,0,11,1345,115,296,96,283,95,13,16,7,12,6,9,1049,116,548,101,501,114
1400000US17031242200,17031242200,"Census Tract 2422, Cook County, Illinois",1731,98,330,106,330,106,230,105,100,57,32,26,68,53,0,11,0,11,0,11,1401,124,377,106,334,105,43,36,0,11,43,36,1024,124,538,108,486,126
1400000US17031242300,17031242300,"Census Tract 2423, Cook County, Illinois",1579,112,180,73,180,73,156,68,24,21,8,14,16,16,0,11,0,11,0,11,1399,115,370,97,254,89,116,48,45,37,71,35,1029,140,531,127,498,122
1400000US17031242400,17031242400,"Census Tract 2424, Cook County, Illinois",1379,79,134,62,134,62,95,47,39,40,0,11,39,40,0,11,0,11,0,11,1245,91,453,104,370,95,83,54,21,20,62,51,792,99,337,87,455,85
1400000US17031242500,17031242500,"Census Tract 2425, Cook County, Illinois",1579,67,425,97,425,97,249,92,176,72,13,20,163,69,0,11,0,11,0,11,1154,108,244,97,140,53,104,75,0,11,104,75,910,131,495,119,415,100
1400000US17031242600,17031242600,"Census Tract 2426, Cook County, Illinois",2310,201,650,193,650,193,390,126,260,157,88,79,172,127,0,15,0,15,0,15,1660,216,510,193,174,107,336,159,187,116,149,133,1150,208,715,199,435,121
1400000US17031242700,17031242700,"Census Tract 2427, Cook County, Illinois",713,67,232,64,232,64,49,37,183,60,63,42,120,53,0,11,0,11,0,11,481,74,136,58,55,38,81,44,32,31,49,36,345,84,172,67,173,56
1400000US17031242800,17031242800,"Census Tract 2428, Cook County, Illinois",639,55,175,64,175,64,134,56,41,36,19,28,22,23,0,11,0,11,0,11,464,59,198,56,153,52,45,33,34,29,11,15,266,69,97,52,169,49
1400000US17031242900,17031242900,"Census Tract 2429, Cook County, Illinois",841,68,220,71,220,71,136,53,84,56,56,49,28,23,0,11,0,11,0,11,621,86,109,54,89,50,20,18,0,11,20,18,512,90,298,76,214,71
1400000US17031243000,17031243000,"Census Tract 2430, Cook County, Illinois",969,80,346,85,346,85,224,65,122,72,78,65,44,50,0,11,0,11,0,11,623,97,279,74,214,65,65,38,42,33,23,21,344,88,150,77,194,67
1400000US17031243100,17031243100,"Census Tract 2431, Cook County, Illinois",881,79,299,70,299,70,174,80,125,68,18,21,107,71,0,11,0,11,0,11,582,79,278,69,198,54,80,56,32,36,48,44,304,74,199,70,105,44
1400000US17031243200,17031243200,"Census Tract 2432, Cook County, Illinois",859,76,195,71,195,71,130,54,65,47,29,34,36,26,0,11,0,11,0,11,664,85,208,59,153,47,55,36,11,12,44,34,456,81,247,71,209,58
1400000US17031243300,17031243300,"Census Tract 2433, Cook County, Illinois",1142,77,189,67,189,67,107,57,82,44,22,27,60,34,0,11,0,11,0,11,953,96,320,74,290,77,30,32,0,11,30,32,633,109,262,83,371,88
1400000US17031243400,17031243400,"Census Tract 2434, Cook County, Illinois",1357,87,227,81,227,81,145,70,82,52,9,16,73,50,0,11,0,11,0,11,1130,105,273,86,189,66,84,57,0,11,84,57,857,111,450,102,407,90
1400000US17031243500,17031243500,"Census Tract 2435, Cook County, Illinois",1675,93,265,76,265,76,172,57,93,60,30,36,63,48,0,11,0,11,0,11,1410,106,296,77,250,74,46,37,38,40,8,14,1114,122,663,116,451,92
1400000US17031250200,17031250200,"Census Tract 2502, Cook County, Illinois",776,66,421,82,421,82,146,54,275,81,52,35,223,71,0,11,0,11,0,11,355,70,194,57,108,42,86,45,21,24,65,39,161,43,67,30,94,44
1400000US17031250300,17031250300,"Census Tract 2503, Cook County, Illinois",1603,105,633,112,633,112,184,87,449,113,81,65,368,112,0,11,0,11,0,11,970,148,484,115,271,86,213,82,57,49,156,74,486,138,199,99,287,103
1400000US17031250400,17031250400,"Census Tract 2504, Cook County, Illinois",1996,124,590,146,590,146,118,58,472,140,129,83,343,125,0,15,0,15,0,15,1406,175,756,140,411,119,345,124,89,79,256,123,650,149,302,125,348,138
1400000US17031250500,17031250500,"Census Tract 2505, Cook County, Illinois",2877,90,1070,181,1070,181,693,144,377,145,64,52,313,140,0,15,0,15,0,15,1807,184,753,143,546,129,207,86,58,44,149,81,1054,177,294,116,760,178
1400000US17031250600,17031250600,"Census Tract 2506, Cook County, Illinois",1295,71,485,93,469,93,238,88,231,78,70,49,161,73,16,27,0,11,16,27,810,98,390,96,123,57,267,87,80,51,187,76,420,110,234,79,186,81
1400000US17031250700,17031250700,"Census Tract 2507, Cook County, Illinois",2030,141,767,179,744,180,106,85,638,204,107,98,531,175,23,38,0,15,23,38,1263,191,708,160,263,98,445,136,92,64,353,128,555,163,236,135,319,139
1400000US17031250800,17031250800,"Census Tract 2508, Cook County, Illinois",803,56,324,76,324,76,143,69,181,53,4,6,177,53,0,11,0,11,0,11,479,79,291,80,89,51,202,68,47,47,155,57,188,74,82,58,106,61
1400000US17031251000,17031251000,"Census Tract 2510, Cook County, Illinois",366,35,196,49,196,49,39,40,157,51,23,22,134,45,0,11,0,11,0,11,170,46,104,35,43,29,61,29,14,15,47,28,66,32,33,27,33,27
1400000US17031251100,17031251100,"Census Tract 2511, Cook County, Illinois",1399,99,560,105,542,107,154,79,388,92,17,19,371,91,18,29,18,29,0,11,839,124,406,109,115,58,291,93,77,41,214,84,433,102,125,72,308,93
1400000US17031251200,17031251200,"Census Tract 2512, Cook County, Illinois",1123,87,448,109,448,109,182,75,266,109,37,61,229,105,0,11,0,11,0,11,675,112,419,120,207,88,212,98,34,33,178,94,256,114,130,61,126,76
1400000US17031251300,17031251300,"Census Tract 2513, Cook County, Illinois",1580,119,565,126,554,126,66,46,488,119,73,53,415,107,11,17,11,17,0,11,1015,138,639,122,279,83,360,107,41,36,319,105,376,109,152,74,224,91
1400000US17031251400,17031251400,"Census Tract 2514, Cook County, Illinois",1573,98,575,139,575,139,185,95,390,131,45,40,345,123,0,11,0,11,0,11,998,125,354,107,209,79,145,74,16,18,129,69,644,129,334,115,310,101
1400000US17031251500,17031251500,"Census Tract 2515, Cook County, Illinois",1219,107,439,122,423,117,51,41,372,110,15,19,357,108,16,27,16,27,0,11,780,139,353,94,135,63,218,78,9,15,209,77,427,97,234,80,193,86
1400000US17031251600,17031251600,"Census Tract 2516, Cook County, Illinois",1112,102,527,115,527,115,161,81,366,117,54,49,312,111,0,11,0,11,0,11,585,108,286,108,70,40,216,96,62,49,154,90,299,126,157,91,142,75
1400000US17031251700,17031251700,"Census Tract 2517, Cook County, Illinois",478,44,226,45,226,45,39,30,187,48,16,22,171,43,0,11,0,11,0,11,252,56,114,43,57,34,57,26,6,11,51,24,138,49,69,43,69,40
1400000US17031251800,17031251800,"Census Tract 2518, Cook County, Illinois",1549,130,686,146,686,146,163,91,523,132,69,54,454,121,0,11,0,11,0,11,863,108,472,104,175,73,297,84,84,54,213,76,391,107,206,77,185,79
1400000US17031251900,17031251900,"Census Tract 2519, Cook County, Illinois",1764,141,872,162,848,157,202,85,646,151,64,53,582,139,24,32,24,32,0,15,892,147,344,107,115,76,229,77,16,21,213,75,548,139,275,104,273,112
1400000US17031252000,17031252000,"Census Tract 2520, Cook County, Illinois",2305,163,999,179,999,179,148,95,851,173,185,108,666,166,0,15,0,15,0,15,1306,167,320,113,188,95,132,82,62,54,70,62,986,177,474,184,512,168
1400000US17031252101,17031252101,"Census Tract 2521.01, Cook County, Illinois",583,66,192,66,192,66,2,5,190,67,0,11,190,67,0,11,0,11,0,11,391,70,177,37,85,44,92,41,6,12,86,41,214,72,151,66,63,39
1400000US17031252102,17031252102,"Census Tract 2521.02, Cook County, Illinois",2013,137,635,177,635,177,101,73,534,177,72,72,462,170,0,15,0,15,0,15,1378,179,643,185,212,107,431,167,84,67,347,155,735,183,221,119,514,155
1400000US17031252201,17031252201,"Census Tract 2522.01, Cook County, Illinois",940,82,214,72,214,72,45,38,169,68,17,20,152,69,0,11,0,11,0,11,726,90,322,80,90,45,232,82,30,25,202,82,404,99,111,63,293,94
1400000US17031252202,17031252202,"Census Tract 2522.02, Cook County, Illinois",1518,118,786,157,786,157,156,95,630,162,89,75,541,147,0,11,0,11,0,11,732,157,324,97,103,61,221,88,61,49,160,76,408,132,206,103,202,94
1400000US17031260100,17031260100,"Census Tract 2601, Cook County, Illinois",518,74,112,48,112,48,0,11,112,48,0,11,112,48,0,11,0,11,0,11,406,68,69,43,24,27,45,30,0,11,45,30,337,63,164,50,173,57
1400000US17031260200,17031260200,"Census Tract 2602, Cook County, Illinois",396,45,200,60,191,61,29,24,162,62,16,18,146,61,9,14,0,11,9,14,196,60,127,67,63,56,64,31,30,26,34,24,69,33,42,24,27,23
1400000US17031260300,17031260300,"Census Tract 2603, Cook County, Illinois",490,66,175,58,175,58,23,27,152,51,19,21,133,50,0,11,0,11,0,11,315,82,127,53,21,26,106,52,41,33,65,37,188,68,64,40,124,57
1400000US17031260400,17031260400,"Census Tract 2604, Cook County, Illinois",397,68,201,73,201,73,0,11,201,73,59,50,142,78,0,11,0,11,0,11,196,65,118,49,62,35,56,40,9,15,47,36,78,46,32,29,46,37
1400000US17031260500,17031260500,"Census Tract 2605, Cook County, Illinois",557,72,235,46,230,47,20,21,210,45,38,31,172,49,5,8,5,8,0,11,322,69,163,64,33,24,130,64,59,46,71,45,159,49,92,41,67,38
1400000US17031260600,17031260600,"Census Tract 2606, Cook County, Illinois",642,73,349,85,336,84,115,54,221,71,27,33,194,65,13,20,0,11,13,20,293,74,197,66,85,49,112,61,49,38,63,43,96,51,56,41,40,28
1400000US17031260700,17031260700,"Census Tract 2607, Cook County, Illinois",595,60,264,58,264,58,47,26,217,58,32,28,185,53,0,11,0,11,0,11,331,69,170,59,91,54,79,41,16,18,63,43,161,60,104,51,57,34
1400000US17031260800,17031260800,"Census Tract 2608, Cook County, Illinois",726,86,320,64,320,64,36,26,284,64,13,15,271,66,0,11,0,11,0,11,406,74,160,56,76,41,84,42,11,12,73,41,246,63,101,48,145,50
1400000US17031260900,17031260900,"Census Tract 2609, Cook County, Illinois",432,61,237,67,237,67,32,33,205,69,12,18,193,66,0,11,0,11,0,11,195,68,103,52,35,32,68,42,0,11,68,42,92,48,63,36,29,35
1400000US17031261000,17031261000,"Census Tract 2610, Cook County, Illinois",678,81,357,86,357,86,89,48,268,75,46,40,222,77,0,11,0,11,0,11,321,85,218,73,48,30,170,69,16,19,154,66,103,42,42,32,61,30
1400000US17031270500,17031270500,"Census Tract 2705, Cook County, Illinois",679,47,286,58,282,57,64,37,218,56,52,41,166,53,4,6,0,11,4,6,393,62,116,45,21,21,95,40,23,21,72,34,277,60,136,54,141,49
1400000US17031271200,17031271200,"Census Tract 2712, Cook County, Illinois",334,62,149,47,149,47,34,39,115,40,5,7,110,39,0,11,0,11,0,11,185,46,90,32,29,21,61,30,11,17,50,26,95,37,45,27,50,30
1400000US17031271300,17031271300,"Census Tract 2713, Cook County, Illinois",326,47,193,51,193,51,31,25,162,50,12,14,150,49,0,11,0,11,0,11,133,49,79,40,4,5,75,39,8,13,67,38,54,32,17,18,37,25
1400000US17031271400,17031271400,"Census Tract 2714, Cook County, Illinois",433,70,146,53,146,53,0,11,146,53,48,44,98,47,0,11,0,11,0,11,287,58,152,50,59,37,93,42,14,24,79,34,135,54,44,33,91,47
