GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Households with one or more people under 18 years:,Margin of Error; Households with one or more people under 18 years:,Estimate; Households with one or more people under 18 years: - Family households:,Margin of Error; Households with one or more people under 18 years: - Family households:,Estimate; Households with one or more people under 18 years: - Family households: - Married-couple family,Margin of Error; Households with one or more people under 18 years: - Family households: - Married-couple family,Estimate; Households with one or more people under 18 years: - Family households: - Other family:,Margin of Error; Households with one or more people under 18 years: - Family households: - Other family:,"Estimate; Households with one or more people under 18 years: - Family households: - Other family: - Male householder, no wife present","Margin of Error; Households with one or more people under 18 years: - Family households: - Other family: - Male householder, no wife present","Estimate; Households with one or more people under 18 years: - Family households: - Other family: - Female householder, no husband present","Margin of Error; Households with one or more people under 18 years: - Family households: - Other family: - Female householder, no husband present",Estimate; Households with one or more people under 18 years: - Nonfamily households:,Margin of Error; Households with one or more people under 18 years: - Nonfamily households:,Estimate; Households with one or more people under 18 years: - Nonfamily households: - Male householder,Margin of Error; Households with one or more people under 18 years: - Nonfamily households: - Male householder,Estimate; Households with one or more people under 18 years: - Nonfamily households: - Female householder,Margin of Error; Households with one or more people under 18 years: - Nonfamily households: - Female householder,Estimate; Households with no people under 18 years:,Margin of Error; Households with no people under 18 years:,Estimate; Households with no people under 18 years: - Family households:,Margin of Error; Households with no people under 18 years: - Family households:,Estimate; Households with no people under 18 years: - Family households: - Married-couple family,Margin of Error; Households with no people under 18 years: - Family households: - Married-couple family,Estimate; Households with no people under 18 years: - Family households: - Other family:,Margin of Error; Households with no people under 18 years: - Family households: - Other family:,"Estimate; Households with no people under 18 years: - Family households: - Other family: - Male householder, no wife present","Margin of Error; Households with no people under 18 years: - Family households: - Other family: - Male householder, no wife present","Estimate; Households with no people under 18 years: - Family households: - Other family: - Female householder, no husband present","Margin of Error; Households with no people under 18 years: - Family households: - Other family: - Female householder, no husband present",Estimate; Households with no people under 18 years: - Nonfamily households:,Margin of Error; Households with no people under 18 years: - Nonfamily households:,Estimate; Households with no people under 18 years: - Nonfamily households: - Male householder,Margin of Error; Households with no people under 18 years: - Nonfamily households: - Male householder,Estimate; Households with no people under 18 years: - Nonfamily households: - Female householder,Margin of Error; Households with no people under 18 years: - Nonfamily households: - Female householder
1400000US17031801603,17031801603,"Census Tract 8016.03, Cook County, Illinois",1495,97,559,119,559,119,425,115,134,85,8,14,126,85,0,11,0,11,0,11,936,125,428,70,285,58,143,60,62,49,81,53,508,105,181,80,327,94
1400000US17031801605,17031801605,"Census Tract 8016.05, Cook County, Illinois",2215,97,645,88,645,88,572,84,73,56,0,15,73,56,0,15,0,15,0,15,1570,120,1005,140,904,148,101,75,26,36,75,64,565,110,171,80,394,98
1400000US17031801606,17031801606,"Census Tract 8016.06, Cook County, Illinois",2208,149,597,128,597,128,550,119,47,44,32,37,15,25,0,15,0,15,0,15,1611,174,1037,136,816,133,221,99,85,49,136,79,574,134,188,108,386,120
1400000US17031801607,17031801607,"Census Tract 8016.07, Cook County, Illinois",2005,102,628,99,628,99,460,106,168,82,20,30,148,77,0,15,0,15,0,15,1377,123,938,132,774,146,164,74,57,51,107,56,439,110,80,43,359,100
1400000US17031801608,17031801608,"Census Tract 8016.08, Cook County, Illinois",2703,141,626,101,626,101,562,98,64,61,43,43,21,33,0,15,0,15,0,15,2077,162,1203,129,1110,128,93,69,14,22,79,63,874,182,243,113,631,150
1400000US17031801701,17031801701,"Census Tract 8017.01, Cook County, Illinois",1162,66,446,55,446,55,385,85,61,49,61,49,0,11,0,11,0,11,0,11,716,74,595,81,532,74,63,44,42,40,21,20,121,63,25,22,96,60
1400000US17031801702,17031801702,"Census Tract 8017.02, Cook County, Illinois",1661,81,736,66,736,66,640,81,96,49,9,13,87,49,0,11,0,11,0,11,925,90,541,81,478,80,63,40,8,12,55,38,384,84,151,62,233,68
1400000US17031801800,17031801800,"Census Tract 8018, Cook County, Illinois",2069,148,679,120,679,120,499,109,180,88,41,31,139,86,0,15,0,15,0,15,1390,152,935,145,902,146,33,33,13,20,20,24,455,121,147,84,308,94
1400000US17031801901,17031801901,"Census Tract 8019.01, Cook County, Illinois",1845,118,401,104,401,104,375,106,26,26,17,21,9,14,0,11,0,11,0,11,1444,124,626,93,528,96,98,55,14,20,84,47,818,129,309,100,509,109
1400000US17031801902,17031801902,"Census Tract 8019.02, Cook County, Illinois",1069,60,496,68,496,68,441,66,55,44,8,10,47,45,0,11,0,11,0,11,573,82,445,82,375,66,70,54,0,11,70,54,128,44,36,31,92,42
1400000US17031802002,17031802002,"Census Tract 8020.02, Cook County, Illinois",1589,68,743,88,743,88,611,87,132,68,43,47,89,46,0,15,0,15,0,15,846,101,598,86,500,81,98,50,27,31,71,42,248,84,79,50,169,66
1400000US17031802003,17031802003,"Census Tract 8020.03, Cook County, Illinois",898,47,324,82,324,82,261,78,63,45,14,21,49,40,0,11,0,11,0,11,574,79,382,57,345,56,37,28,13,19,24,19,192,72,86,70,106,46
1400000US17031802004,17031802004,"Census Tract 8020.04, Cook County, Illinois",2005,151,655,156,655,156,526,140,129,99,51,82,78,62,0,15,0,15,0,15,1350,178,705,140,583,137,122,82,13,22,109,79,645,172,174,103,471,159
1400000US17031802100,17031802100,"Census Tract 8021, Cook County, Illinois",1143,49,476,59,476,59,443,60,33,26,17,19,16,20,0,11,0,11,0,11,667,66,418,72,378,75,40,31,10,15,30,27,249,51,79,46,170,51
1400000US17031802200,17031802200,"Census Tract 8022, Cook County, Illinois",1748,92,542,78,542,78,425,76,117,51,27,25,90,54,0,11,0,11,0,11,1206,104,605,95,546,92,59,37,9,15,50,33,601,101,164,73,437,97
1400000US17031802300,17031802300,"Census Tract 8023, Cook County, Illinois",2172,112,735,120,735,120,651,114,84,57,52,46,32,32,0,15,0,15,0,15,1437,137,482,102,430,105,52,44,17,28,35,35,955,161,310,132,645,137
1400000US17031802402,17031802402,"Census Tract 8024.02, Cook County, Illinois",2111,89,658,113,658,113,572,118,86,71,34,38,52,61,0,15,0,15,0,15,1453,137,660,114,482,106,178,74,58,40,120,65,793,128,300,100,493,122
1400000US17031802403,17031802403,"Census Tract 8024.03, Cook County, Illinois",835,48,94,24,94,24,78,26,16,17,0,11,16,17,0,11,0,11,0,11,741,50,231,61,193,64,38,23,0,11,38,23,510,67,157,65,353,76
1400000US17031802404,17031802404,"Census Tract 8024.04, Cook County, Illinois",2919,122,824,151,824,151,608,168,216,112,67,59,149,97,0,15,0,15,0,15,2095,202,678,177,603,179,75,60,24,37,51,46,1417,258,487,170,930,224
1400000US17031802503,17031802503,"Census Tract 8025.03, Cook County, Illinois",2190,135,603,101,603,101,562,96,41,45,0,15,41,45,0,15,0,15,0,15,1587,142,973,141,793,139,180,88,53,63,127,62,614,167,331,151,283,87
1400000US17031802504,17031802504,"Census Tract 8025.04, Cook County, Illinois",1990,104,731,99,731,99,599,124,132,66,18,23,114,61,0,15,0,15,0,15,1259,127,874,126,726,137,148,60,52,39,96,51,385,101,216,93,169,66
1400000US17031802505,17031802505,"Census Tract 8025.05, Cook County, Illinois",2404,124,961,153,961,153,666,151,295,152,91,78,204,117,0,15,0,15,0,15,1443,174,871,162,651,147,220,100,102,68,118,61,572,138,300,109,272,116
1400000US17031802506,17031802506,"Census Tract 8025.06, Cook County, Illinois",863,44,370,52,360,53,247,66,113,74,44,44,69,47,10,17,10,17,0,11,493,50,295,74,215,60,80,52,29,27,51,51,198,61,83,51,115,42
1400000US17031802605,17031802605,"Census Tract 8026.05, Cook County, Illinois",3000,126,775,124,775,124,626,126,149,93,31,26,118,92,0,15,0,15,0,15,2225,153,1271,142,1127,140,144,88,85,72,59,46,954,164,372,125,582,146
1400000US17031802607,17031802607,"Census Tract 8026.07, Cook County, Illinois",470,59,178,42,178,42,161,39,17,16,10,12,7,11,0,11,0,11,0,11,292,57,226,45,194,46,32,30,16,18,16,23,66,42,47,36,19,17
1400000US17031802608,17031802608,"Census Tract 8026.08, Cook County, Illinois",2987,132,679,94,679,94,572,100,107,66,0,15,107,66,0,15,0,15,0,15,2308,156,976,147,841,138,135,69,56,50,79,55,1332,167,442,161,890,150
1400000US17031802609,17031802609,"Census Tract 8026.09, Cook County, Illinois",2433,175,818,162,818,162,566,158,252,109,78,59,174,88,0,15,0,15,0,15,1615,226,644,173,441,168,203,118,40,52,163,106,971,197,484,175,487,130
1400000US17031802610,17031802610,"Census Tract 8026.10, Cook County, Illinois",665,37,184,44,184,44,184,44,0,11,0,11,0,11,0,11,0,11,0,11,481,37,239,46,213,46,26,18,5,7,21,16,242,44,109,42,133,45
1400000US17031802701,17031802701,"Census Tract 8027.01, Cook County, Illinois",2188,106,848,109,848,109,810,107,38,56,38,56,0,15,0,15,0,15,0,15,1340,156,926,146,747,131,179,102,83,85,96,70,414,137,228,125,186,82
1400000US17031802702,17031802702,"Census Tract 8027.02, Cook County, Illinois",1789,98,472,79,472,79,400,72,72,45,9,15,63,40,0,15,0,15,0,15,1317,94,698,96,649,94,49,31,0,15,49,31,619,91,262,88,357,81
1400000US17031802801,17031802801,"Census Tract 8028.01, Cook County, Illinois",1761,80,633,93,633,93,516,89,117,79,20,23,97,79,0,15,0,15,0,15,1128,104,712,84,613,87,99,60,27,27,72,46,416,89,171,80,245,75
1400000US17031802802,17031802802,"Census Tract 8028.02, Cook County, Illinois",2456,146,856,97,856,97,731,111,125,87,50,57,75,63,0,15,0,15,0,15,1600,153,1013,137,766,152,247,105,76,79,171,75,587,150,182,75,405,127
1400000US17031802900,17031802900,"Census Tract 8029, Cook County, Illinois",2095,52,779,95,779,95,711,95,68,53,20,31,48,44,0,15,0,15,0,15,1316,106,986,109,943,108,43,39,0,15,43,39,330,93,124,56,206,80
1400000US17031803005,17031803005,"Census Tract 8030.05, Cook County, Illinois",1169,59,294,47,294,47,258,43,36,29,18,22,18,20,0,11,0,11,0,11,875,78,482,75,345,69,137,60,34,42,103,59,393,82,78,52,315,75
1400000US17031803007,17031803007,"Census Tract 8030.07, Cook County, Illinois",2038,97,467,67,467,67,434,51,33,44,5,10,28,43,0,15,0,15,0,15,1571,124,948,130,924,138,24,27,0,15,24,27,623,148,198,95,425,121
1400000US17031803008,17031803008,"Census Tract 8030.08, Cook County, Illinois",1663,68,579,69,579,69,510,60,69,55,23,24,46,39,0,11,0,11,0,11,1084,61,828,79,762,76,66,36,0,11,66,36,256,67,71,37,185,59
1400000US17031803010,17031803010,"Census Tract 8030.10, Cook County, Illinois",1863,91,587,56,587,56,518,54,69,35,5,9,64,34,0,11,0,11,0,11,1276,102,778,92,674,94,104,60,45,47,59,39,498,103,255,89,243,65
1400000US17031803012,17031803012,"Census Tract 8030.12, Cook County, Illinois",990,66,293,81,293,81,238,62,55,65,0,11,55,65,0,11,0,11,0,11,697,86,271,91,229,84,42,41,23,36,19,20,426,95,144,71,282,82
1400000US17031803013,17031803013,"Census Tract 8030.13, Cook County, Illinois",2242,137,633,114,633,114,514,104,119,93,0,15,119,93,0,15,0,15,0,15,1609,152,831,116,733,117,98,65,74,62,24,26,778,150,333,118,445,120
1400000US17031803014,17031803014,"Census Tract 8030.14, Cook County, Illinois",1374,69,376,81,376,81,285,64,91,62,65,58,26,26,0,11,0,11,0,11,998,82,452,73,362,74,90,45,30,27,60,35,546,92,250,74,296,77
1400000US17031803015,17031803015,"Census Tract 8030.15, Cook County, Illinois",2031,67,484,62,484,62,322,63,162,72,30,33,132,65,0,11,0,11,0,11,1547,84,869,128,806,128,63,46,37,35,26,30,678,116,267,81,411,88
1400000US17031803016,17031803016,"Census Tract 8030.16, Cook County, Illinois",874,68,327,68,327,68,304,70,23,23,0,11,23,23,0,11,0,11,0,11,547,66,341,56,272,56,69,43,0,11,69,43,206,58,47,29,159,57
1400000US17031803017,17031803017,"Census Tract 8030.17, Cook County, Illinois",2361,158,562,100,562,100,486,96,76,62,0,15,76,62,0,15,0,15,0,15,1799,184,908,138,808,132,100,59,9,14,91,57,891,166,430,151,461,134
1400000US17031803100,17031803100,"Census Tract 8031, Cook County, Illinois",1203,33,468,67,468,67,412,66,56,31,8,12,48,29,0,11,0,11,0,11,735,73,429,60,401,62,28,24,0,11,28,24,306,57,92,39,214,58
1400000US17031803200,17031803200,"Census Tract 8032, Cook County, Illinois",2304,82,746,85,746,85,617,97,129,75,0,15,129,75,0,15,0,15,0,15,1558,120,719,108,649,106,70,53,28,31,42,44,839,112,198,97,641,111
1400000US17031803300,17031803300,"Census Tract 8033, Cook County, Illinois",2809,129,588,114,588,114,480,115,108,76,44,40,64,63,0,15,0,15,0,15,2221,167,684,154,605,155,79,59,27,42,52,42,1537,188,576,157,961,160
1400000US17031803400,17031803400,"Census Tract 8034, Cook County, Illinois",2295,90,858,120,858,120,744,88,114,100,50,60,64,76,0,15,0,15,0,15,1437,146,886,143,765,143,121,71,43,39,78,52,551,152,276,130,275,118
1400000US17031803500,17031803500,"Census Tract 8035, Cook County, Illinois",2256,99,823,123,823,123,725,132,98,62,52,45,46,42,0,15,0,15,0,15,1433,137,797,139,627,144,170,84,87,86,83,60,636,130,250,98,386,115
1400000US17031803603,17031803603,"Census Tract 8036.03, Cook County, Illinois",2406,145,963,130,963,130,811,132,152,95,71,50,81,70,0,15,0,15,0,15,1443,147,1082,123,1038,129,44,40,0,15,44,40,361,120,111,74,250,102
1400000US17031803604,17031803604,"Census Tract 8036.04, Cook County, Illinois",1769,78,528,75,528,75,421,67,107,63,23,33,84,51,0,11,0,11,0,11,1241,99,560,102,463,101,97,48,11,16,86,46,681,109,302,82,379,106
1400000US17031803605,17031803605,"Census Tract 8036.05, Cook County, Illinois",2575,120,927,108,927,108,832,113,95,60,7,12,88,60,0,15,0,15,0,15,1648,154,982,134,961,135,21,26,0,15,21,26,666,147,307,142,359,120
1400000US17031803606,17031803606,"Census Tract 8036.06, Cook County, Illinois",2734,131,1528,192,1528,192,807,170,721,187,276,133,445,171,0,15,0,15,0,15,1206,200,298,111,171,89,127,83,0,15,127,83,908,191,513,153,395,139
1400000US17031803607,17031803607,"Census Tract 8036.07, Cook County, Illinois",1758,78,641,63,633,65,573,76,60,39,17,19,43,35,8,12,8,12,0,15,1117,90,793,92,716,90,77,44,13,15,64,41,324,85,118,63,206,67
1400000US17031803608,17031803608,"Census Tract 8036.08, Cook County, Illinois",2923,138,1008,136,1008,136,703,151,305,132,104,98,201,95,0,15,0,15,0,15,1915,169,917,156,665,134,252,119,28,34,224,112,998,170,595,149,403,126
1400000US17031803610,17031803610,"Census Tract 8036.10, Cook County, Illinois",3163,173,996,162,996,162,680,150,316,126,99,85,217,102,0,15,0,15,0,15,2167,194,772,131,621,131,151,87,19,31,132,80,1395,203,545,163,850,196
1400000US17031803611,17031803611,"Census Tract 8036.11, Cook County, Illinois",1928,130,798,160,798,160,535,123,263,121,89,76,174,93,0,15,0,15,0,15,1130,165,622,139,476,134,146,70,76,51,70,47,508,132,223,119,285,83
1400000US17031803612,17031803612,"Census Tract 8036.12, Cook County, Illinois",1263,137,399,103,376,110,206,98,170,90,10,17,160,91,23,34,0,11,23,34,864,165,298,114,233,89,65,59,50,54,15,23,566,147,314,127,252,78
1400000US17031803701,17031803701,"Census Tract 8037.01, Cook County, Illinois",1311,107,312,50,312,50,303,52,9,16,0,11,9,16,0,11,0,11,0,11,999,113,360,78,267,70,93,54,48,49,45,47,639,117,270,90,369,82
1400000US17031803702,17031803702,"Census Tract 8037.02, Cook County, Illinois",2555,184,718,107,718,107,493,113,225,117,152,111,73,48,0,15,0,15,0,15,1837,197,964,161,749,153,215,113,87,78,128,91,873,183,498,167,375,137
1400000US17031803800,17031803800,"Census Tract 8038, Cook County, Illinois",1728,99,622,105,622,105,463,87,159,78,52,55,107,64,0,15,0,15,0,15,1106,111,690,89,617,86,73,37,18,20,55,32,416,94,177,88,239,96
1400000US17031803901,17031803901,"Census Tract 8039.01, Cook County, Illinois",1668,111,313,75,313,75,239,61,74,61,12,13,62,57,0,11,0,11,0,11,1355,119,496,88,389,85,107,50,0,11,107,50,859,118,372,86,487,98
1400000US17031803902,17031803902,"Census Tract 8039.02, Cook County, Illinois",1327,67,419,58,419,58,332,58,87,56,52,51,35,30,0,11,0,11,0,11,908,86,558,68,504,70,54,34,8,13,46,32,350,92,153,59,197,72
1400000US17031804000,17031804000,"Census Tract 8040, Cook County, Illinois",1791,106,446,56,446,56,366,60,80,60,6,9,74,60,0,11,0,11,0,11,1345,102,756,104,644,99,112,56,45,35,67,43,589,108,264,80,325,75
1400000US17031804102,17031804102,"Census Tract 8041.02, Cook County, Illinois",2492,110,797,95,797,95,713,89,84,61,14,24,70,55,0,15,0,15,0,15,1695,126,1211,126,1119,135,92,68,44,42,48,53,484,126,199,80,285,107
1400000US17031804104,17031804104,"Census Tract 8041.04, Cook County, Illinois",1827,100,764,83,764,83,689,75,75,42,12,18,63,37,0,11,0,11,0,11,1063,106,722,105,632,107,90,49,24,24,66,40,341,101,207,82,134,51
1400000US17031804105,17031804105,"Census Tract 8041.05, Cook County, Illinois",1431,70,602,59,602,59,527,70,75,38,27,26,48,28,0,11,0,11,0,11,829,71,727,70,686,72,41,31,21,23,20,22,102,44,16,24,86,43
1400000US17031804106,17031804106,"Census Tract 8041.06, Cook County, Illinois",2649,108,913,95,913,95,782,96,131,73,28,33,103,76,0,15,0,15,0,15,1736,130,957,128,745,126,212,109,65,48,147,98,779,148,349,137,430,132
1400000US17031804108,17031804108,"Census Tract 8041.08, Cook County, Illinois",2017,181,479,113,456,109,325,121,131,81,0,11,131,81,23,36,23,36,0,11,1538,221,356,132,262,108,94,70,52,57,42,42,1182,215,662,188,520,150
1400000US17031804109,17031804109,"Census Tract 8041.09, Cook County, Illinois",1191,62,281,45,281,45,248,49,33,33,8,13,25,29,0,11,0,11,0,11,910,69,452,99,393,83,59,52,0,11,59,52,458,91,151,70,307,78
1400000US17031804201,17031804201,"Census Tract 8042.01, Cook County, Illinois",2729,181,845,134,845,134,711,118,134,84,0,15,134,84,0,15,0,15,0,15,1884,181,1422,174,1394,183,28,32,28,32,0,15,462,136,187,99,275,92
1400000US17031804202,17031804202,"Census Tract 8042.02, Cook County, Illinois",2696,176,865,86,865,86,738,89,127,69,21,23,106,69,0,15,0,15,0,15,1831,175,1323,174,1247,172,76,53,0,15,76,53,508,156,228,114,280,109
1400000US17031804305,17031804305,"Census Tract 8043.05, Cook County, Illinois",2453,115,912,106,912,106,641,135,271,112,154,102,117,75,0,15,0,15,0,15,1541,148,1007,129,703,137,304,124,63,77,241,100,534,126,212,101,322,111
1400000US17031804306,17031804306,"Census Tract 8043.06, Cook County, Illinois",1738,98,708,80,708,80,581,93,127,76,23,29,104,69,0,15,0,15,0,15,1030,111,665,108,493,103,172,74,51,52,121,51,365,92,178,71,187,62
1400000US17031804308,17031804308,"Census Tract 8043.08, Cook County, Illinois",2447,199,488,96,488,96,400,93,88,59,28,31,60,48,0,15,0,15,0,15,1959,220,811,152,676,153,135,90,28,32,107,82,1148,237,520,132,628,169
1400000US17031804309,17031804309,"Census Tract 8043.09, Cook County, Illinois",866,75,407,89,407,89,284,96,123,76,40,39,83,70,0,11,0,11,0,11,459,90,247,74,212,66,35,22,6,9,29,20,212,74,93,75,119,63
1400000US17031804310,17031804310,"Census Tract 8043.10, Cook County, Illinois",3053,143,1102,139,1084,142,926,139,158,73,0,15,158,73,18,29,18,29,0,15,1951,172,1171,168,1085,172,86,76,26,40,60,61,780,182,372,152,408,162
1400000US17031804311,17031804311,"Census Tract 8043.11, Cook County, Illinois",2544,186,1157,146,1157,146,1077,141,80,46,39,38,41,38,0,15,0,15,0,15,1387,213,920,160,824,159,96,50,9,15,87,49,467,158,176,90,291,119
1400000US17031804403,17031804403,"Census Tract 8044.03, Cook County, Illinois",2411,106,839,164,839,164,800,159,39,63,0,15,39,63,0,15,0,15,0,15,1572,165,765,137,638,123,127,75,69,58,58,63,807,149,300,100,507,128
1400000US17031804404,17031804404,"Census Tract 8044.04, Cook County, Illinois",1389,78,606,117,606,117,512,107,94,61,26,25,68,57,0,15,0,15,0,15,783,127,472,91,383,88,89,48,66,40,23,35,311,111,81,72,230,106
1400000US17031804405,17031804405,"Census Tract 8044.05, Cook County, Illinois",996,67,527,107,527,107,411,98,116,64,28,31,88,54,0,11,0,11,0,11,469,102,156,47,130,47,26,26,19,25,7,11,313,98,258,99,55,44
1400000US17031804406,17031804406,"Census Tract 8044.06, Cook County, Illinois",1831,100,856,111,856,111,715,91,141,80,46,44,95,68,0,15,0,15,0,15,975,136,399,92,274,83,125,56,24,22,101,52,576,112,253,89,323,87
1400000US17031804505,17031804505,"Census Tract 8045.05, Cook County, Illinois",1467,115,534,87,527,86,366,102,161,86,21,25,140,81,7,10,7,10,0,11,933,142,436,114,343,103,93,57,19,22,74,54,497,105,233,81,264,89
1400000US17031804506,17031804506,"Census Tract 8045.06, Cook County, Illinois",1779,127,632,102,632,102,572,100,60,39,40,28,20,24,0,15,0,15,0,15,1147,107,744,128,623,134,121,78,43,39,78,60,403,107,183,87,220,77
1400000US17031804507,17031804507,"Census Tract 8045.07, Cook County, Illinois",4453,225,1719,154,1719,154,1620,176,99,91,0,17,99,91,0,17,0,17,0,17,2734,229,1680,250,1473,237,207,130,84,82,123,95,1054,249,453,177,601,208
1400000US17031804508,17031804508,"Census Tract 8045.08, Cook County, Illinois",779,49,330,59,330,59,230,51,100,46,0,11,100,46,0,11,0,11,0,11,449,69,181,66,102,48,79,47,11,16,68,46,268,73,140,76,128,62
1400000US17031804509,17031804509,"Census Tract 8045.09, Cook County, Illinois",1514,113,716,148,716,148,542,159,174,99,22,36,152,88,0,15,0,15,0,15,798,122,604,95,467,116,137,98,39,38,98,92,194,72,81,55,113,59
1400000US17031804510,17031804510,"Census Tract 8045.10, Cook County, Illinois",1574,125,956,110,956,110,670,138,286,99,76,68,210,83,0,15,0,15,0,15,618,131,443,110,368,95,75,64,8,12,67,62,175,77,112,64,63,39
1400000US17031804511,17031804511,"Census Tract 8045.11, Cook County, Illinois",810,83,364,92,364,92,296,90,68,55,37,46,31,27,0,11,0,11,0,11,446,98,238,71,167,51,71,55,4,7,67,53,208,84,132,71,76,40
1400000US17031804603,17031804603,"Census Tract 8046.03, Cook County, Illinois",2408,190,568,129,568,129,389,130,179,90,27,31,152,94,0,15,0,15,0,15,1840,202,483,150,320,118,163,97,45,74,118,67,1357,197,758,170,599,150
1400000US17031804606,17031804606,"Census Tract 8046.06, Cook County, Illinois",2592,149,985,121,985,121,847,129,138,124,58,67,80,96,0,15,0,15,0,15,1607,146,967,135,800,137,167,85,31,36,136,80,640,139,202,109,438,108
1400000US17031804607,17031804607,"Census Tract 8046.07, Cook County, Illinois",2408,148,762,99,762,99,580,111,182,92,54,63,128,73,0,15,0,15,0,15,1646,132,1155,99,994,120,161,77,40,40,121,72,491,124,181,98,310,94
1400000US17031804608,17031804608,"Census Tract 8046.08, Cook County, Illinois",1517,63,410,61,396,58,284,67,112,59,0,11,112,59,14,22,0,11,14,22,1107,66,516,112,346,91,170,78,49,41,121,71,591,111,163,67,428,91
1400000US17031804609,17031804609,"Census Tract 8046.09, Cook County, Illinois",2376,119,705,158,705,158,644,175,61,48,47,45,14,22,0,15,0,15,0,15,1671,172,767,165,644,153,123,84,56,70,67,49,904,178,328,145,576,145
1400000US17031804610,17031804610,"Census Tract 8046.10, Cook County, Illinois",1160,89,242,77,242,77,163,80,79,53,21,34,58,42,0,11,0,11,0,11,918,105,343,74,222,68,121,59,40,33,81,47,575,104,149,66,426,102
1400000US17031804611,17031804611,"Census Tract 8046.11, Cook County, Illinois",1922,73,436,80,436,80,367,76,69,42,30,28,39,32,0,11,0,11,0,11,1486,107,797,123,607,92,190,95,79,71,111,73,689,130,243,94,446,116
1400000US17031804701,17031804701,"Census Tract 8047.01, Cook County, Illinois",2468,120,883,152,883,152,482,127,401,168,33,52,368,181,0,15,0,15,0,15,1585,184,658,154,631,158,27,35,0,15,27,35,927,200,449,172,478,147
1400000US17031804705,17031804705,"Census Tract 8047.05, Cook County, Illinois",1438,101,474,77,474,77,361,81,113,51,0,11,113,51,0,11,0,11,0,11,964,102,522,86,427,77,95,53,12,15,83,54,442,96,206,74,236,56
1400000US17031804706,17031804706,"Census Tract 8047.06, Cook County, Illinois",748,36,294,52,294,52,267,54,27,20,11,13,16,15,0,11,0,11,0,11,454,55,360,54,293,52,67,31,22,17,45,26,94,41,25,18,69,37
1400000US17031804709,17031804709,"Census Tract 8047.09, Cook County, Illinois",2546,151,698,140,698,140,485,108,213,136,64,69,149,122,0,15,0,15,0,15,1848,173,771,135,508,111,263,126,109,93,154,86,1077,159,402,133,675,123
1400000US17031804710,17031804710,"Census Tract 8047.10, Cook County, Illinois",1534,67,545,67,545,67,454,75,91,56,43,41,48,34,0,11,0,11,0,11,989,79,595,90,448,92,147,66,64,45,83,42,394,99,161,63,233,71
1400000US17031804711,17031804711,"Census Tract 8047.11, Cook County, Illinois",2903,154,1397,165,1397,165,872,197,525,157,115,79,410,145,0,15,0,15,0,15,1506,214,749,160,645,148,104,72,8,14,96,70,757,173,337,119,420,126
1400000US17031804712,17031804712,"Census Tract 8047.12, Cook County, Illinois",1771,86,681,95,681,95,557,113,124,64,62,56,62,34,0,15,0,15,0,15,1090,100,799,99,739,90,60,38,8,13,52,35,291,82,68,35,223,75
1400000US17031804713,17031804713,"Census Tract 8047.13, Cook County, Illinois",2036,134,374,129,374,129,315,127,59,47,35,40,24,29,0,11,0,11,0,11,1662,171,463,111,377,93,86,65,43,67,43,42,1199,212,607,181,592,182
1400000US17031804714,17031804714,"Census Tract 8047.14, Cook County, Illinois",1205,92,387,61,387,61,299,68,88,45,7,11,81,44,0,11,0,11,0,11,818,96,532,63,467,69,65,43,0,11,65,43,286,92,194,84,92,48
1400000US17031804715,17031804715,"Census Tract 8047.15, Cook County, Illinois",971,102,453,95,436,96,331,81,105,67,45,43,60,55,17,27,17,27,0,11,518,108,234,97,135,62,99,75,69,74,30,31,284,101,106,56,178,81
1400000US17031804716,17031804716,"Census Tract 8047.16, Cook County, Illinois",1743,58,753,91,753,91,632,117,121,90,0,15,121,90,0,15,0,15,0,15,990,98,705,108,654,102,51,42,26,30,25,30,285,95,108,55,177,78
1400000US17031804803,17031804803,"Census Tract 8048.03, Cook County, Illinois",2147,105,650,169,650,169,499,136,151,99,46,57,105,84,0,15,0,15,0,15,1497,176,955,134,792,119,163,94,70,60,93,77,542,130,124,74,418,117
1400000US17031804804,17031804804,"Census Tract 8048.04, Cook County, Illinois",2604,138,997,158,997,158,764,151,233,111,97,67,136,76,0,15,0,15,0,15,1607,180,901,167,697,158,204,102,70,66,134,85,706,178,242,102,464,168
1400000US17031804805,17031804805,"Census Tract 8048.05, Cook County, Illinois",2438,96,839,146,839,146,602,150,237,98,26,29,211,95,0,15,0,15,0,15,1599,176,1100,167,958,158,142,79,38,44,104,68,499,140,139,78,360,137
1400000US17031804806,17031804806,"Census Tract 8048.06, Cook County, Illinois",1166,126,555,99,555,99,380,88,175,93,47,48,128,80,0,11,0,11,0,11,611,87,400,89,255,75,145,80,36,31,109,77,211,87,100,65,111,68
